strategy_id,label,dna,n_params,robustness_score,eligible,n_profitable_assets,n_assets,total_trades,min_trades_per_asset,avg_profit_factor,avg_sharpe,cross_asset_sharpe_std,BTCUSD_daily_trades,BTCUSD_daily_return_pct,BTCUSD_daily_pf,BTCUSD_daily_sharpe,BTCUSD_hourly_trades,BTCUSD_hourly_return_pct,BTCUSD_hourly_pf,BTCUSD_hourly_sharpe,EURUSDX_daily_trades,EURUSDX_daily_return_pct,EURUSDX_daily_pf,EURUSDX_daily_sharpe,EURUSDX_hourly_trades,EURUSDX_hourly_return_pct,EURUSDX_hourly_pf,EURUSDX_hourly_sharpe,GLD_daily_trades,GLD_daily_return_pct,GLD_daily_pf,GLD_daily_sharpe,GLD_hourly_trades,GLD_hourly_return_pct,GLD_hourly_pf,GLD_hourly_sharpe,SPY_daily_trades,SPY_daily_return_pct,SPY_daily_pf,SPY_daily_sharpe,SPY_hourly_trades,SPY_hourly_return_pct,SPY_hourly_pf,SPY_hourly_sharpe,TNX_daily_trades,TNX_daily_return_pct,TNX_daily_pf,TNX_daily_sharpe,TNX_hourly_trades,TNX_hourly_return_pct,TNX_hourly_pf,TNX_hourly_sharpe
S1429950,SHORT: donchian_low20 + 1.0xATR(14)  |  filter=time_window_mid  |  exit=EOD (close at end of session),donchian_low20|time_window_mid|eod_exit|short,4,9.7,False,3,10,132,0,0.0,0.0,0.0,0,0.0,,,72,11.4,1.29,0.53,0,0.0,,,54,-0.7,0.89,-0.24,0,0.0,,,2,-1.1,0.48,-0.35,0,0.0,,,3,2.9,999.0,1.24,0,0.0,,,1,0.2,999.0,
S2793070,LONG: session_open + 3.0xATR(20)  |  filter=close_above_sma100  |  exit=ATR stop 2.5x / target 1.5x,session_open|close_above_sma100|atr_stop_target|long,6,9.7,False,3,10,88,0,0.0,0.0,0.0,14,26.3,2.47,0.47,45,7.0,1.36,0.64,0,0.0,,,22,-1.7,0.51,-1.09,1,-4.1,0.0,,3,-1.4,0.22,-0.95,0,0.0,,,0,0.0,,,1,-3.8,0.0,,2,2.0,999.0,29.85
S6908864,SHORT: lowest_low_10 + 2.5xATR(40)  |  filter=atr_expansion(1.3)  |  exit=ATR stop 2.0x / target 4.0x,lowest_low_10|atr_expansion|atr_stop_target|short,6,9.7,False,3,10,89,0,0.0,0.0,0.0,3,-36.1,0.0,-3.04,16,0.5,1.06,0.08,0,0.0,,,8,-0.9,0.44,-0.81,2,-7.5,0.0,-0.88,9,-4.4,0.49,-0.73,9,-7.7,0.66,-0.09,6,2.9,2.42,0.64,35,-25.9,0.57,-0.09,1,1.8,999.0,
S6980673,LONG: prev_close + 3.0xATR(30)  |  filter=time_window_close  |  exit=EOD (close at end of session),prev_close|time_window_close|eod_exit|long,4,9.6,False,3,10,27,0,0.0,0.0,0.0,0,0.0,,,22,9.7,3.93,1.43,0,0.0,,,4,1.8,999.0,1.26,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,1,1.0,999.0,
S9163854,SHORT: lod_running + 2.5xATR(30)  |  filter=adx_master_filter  |  exit=EOD (close at end of session),lod_running|adx_master_filter|eod_exit|short,4,9.6,False,3,10,39,0,0.0,0.0,0.0,0,0.0,,,20,-18.0,0.3,-1.08,0,0.0,,,15,0.4,1.18,0.15,0,0.0,,,0,0.0,,,0,0.0,,,3,0.4,1.49,0.23,0,0.0,,,1,0.8,999.0,
S7235386,SHORT: donchian_low20 + 1.5xATR(40)  |  filter=atr_expansion(1.2)  |  exit=EOD (close at end of session),donchian_low20|atr_expansion|eod_exit|short,4,8.7,False,2,10,253,1,0.0,0.0,0.0,10,-58.9,0.0,-1.33,55,-22.1,0.58,-0.93,1,-0.5,0.0,,31,0.3,1.07,0.1,6,-0.4,0.95,-0.01,15,-0.6,0.91,-0.1,25,-30.3,0.14,-0.53,15,1.4,1.24,0.23,89,-4.9,0.58,-0.08,6,-1.6,0.43,-0.58
S3426430,SHORT: donchian_low20 + 1.0xATR(40)  |  filter=time_window_mid  |  exit=EOD (close at end of session),donchian_low20|time_window_mid|eod_exit|short,4,8.5,False,2,10,134,0,0.0,0.0,0.0,0,0.0,,,71,-2.4,0.97,-0.05,0,0.0,,,55,-1.0,0.85,-0.32,0,0.0,,,3,-1.5,0.41,-0.47,0,0.0,,,4,3.0,999.0,1.15,0,0.0,,,1,0.2,999.0,
S1247366,SHORT: donchian_low20 + 1.5xATR(14)  |  filter=time_window_mid  |  exit=stop@POI / target 5.0xATR,donchian_low20|time_window_mid|poi_anchored_stop|short,5,8.5,False,2,10,64,0,0.0,0.0,0.0,0,0.0,,,41,9.4,1.37,0.54,0,0.0,,,21,-0.7,0.8,-0.31,0,0.0,,,1,-0.6,0.0,,0,0.0,,,1,1.3,999.0,,0,0.0,,,0,0.0,,
S0167116,SHORT: lowest_low_10 + 3.0xATR(30)  |  filter=volume_spike(2.0)  |  exit=time(3 bars),lowest_low_10|volume_spike|time_exit|short,5,8.4,False,2,10,49,0,0.0,0.0,0.0,1,-4.1,0.0,,18,-3.7,0.65,-0.54,0,0.0,,,0,0.0,,,2,2.2,999.0,2.35,14,-2.1,0.46,-0.78,7,-24.0,0.08,-0.42,7,4.4,1282.33,2.46,0,0.0,,,0,0.0,,
S3994062,SHORT: donchian_low20 + 2.5xATR(20)  |  filter=time_window_mid  |  exit=stop@POI / target 3.0xATR,donchian_low20|time_window_mid|poi_anchored_stop|short,5,8.4,False,2,10,16,0,0.0,0.0,0.0,0,0.0,,,9,5.3,2.49,0.93,0,0.0,,,7,0.4,1.53,0.35,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
S3906511,SHORT: donchian_low20 + 3.0xATR(20)  |  filter=time_window_close  |  exit=EOD (close at end of session),donchian_low20|time_window_close|eod_exit|short,4,8.4,False,2,10,10,0,0.0,0.0,0.0,0,0.0,,,6,5.2,5.83,1.18,0,0.0,,,3,-0.8,0.4,-0.43,0,0.0,,,0,0.0,,,0,0.0,,,1,1.2,999.0,,0,0.0,,,0,0.0,,
S2786981,SHORT: lod_running + 2.5xATR(20)  |  filter=adx_master_filter  |  exit=stop@POI / target 2.0xATR,lod_running|adx_master_filter|poi_anchored_stop|short,5,8.4,False,2,10,31,0,0.0,0.0,0.0,0,0.0,,,16,-1.5,0.88,-0.14,0,0.0,,,12,-0.4,0.77,-0.28,0,0.0,,,0,0.0,,,0,0.0,,,2,1.6,999.0,9.75,0,0.0,,,1,1.0,999.0,
S8297323,SHORT: lowest_low_10 + 3.0xATR(30)  |  filter=atr_contraction(0.8)  |  exit=stop@POI / target 5.0xATR,lowest_low_10|atr_contraction|poi_anchored_stop|short,5,8.4,False,2,10,3,0,0.0,0.0,0.0,0,0.0,,,2,0.5,1.31,0.14,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,1,0.6,999.0,,0,0.0,,
S8428223,LONG: prev_high + 2.5xATR(40)  |  filter=time_window_mid  |  exit=stop@POI / target 5.0xATR,prev_high|time_window_mid|poi_anchored_stop|long,5,7.3,False,1,10,56,0,0.0,0.0,0.0,0,0.0,,,31,-6.9,0.77,-0.44,0,0.0,,,24,-1.4,0.68,-0.55,0,0.0,,,0,0.0,,,0,0.0,,,1,2.6,999.0,,0,0.0,,,0,0.0,,
S9943337,SHORT: donchian_low20 + 3.0xATR(30)  |  filter=time_window_mid  |  exit=EOD (close at end of session),donchian_low20|time_window_mid|eod_exit|short,4,7.2,False,1,10,8,0,0.0,0.0,0.0,0,0.0,,,4,0.6,2.05,0.42,0,0.0,,,4,-0.2,0.7,-0.22,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
S6400962,LONG: hod_running + 2.5xATR(14)  |  filter=shallow_pullback_long(1.0)  |  exit=ATR stop 2.0x / target 5.0x,hod_running|shallow_pullback_long|atr_stop_target|long,6,7.2,False,1,10,36,0,0.0,0.0,0.0,0,0.0,,,25,2.1,1.14,0.2,0,0.0,,,11,-1.2,0.31,-1.16,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
S7007515,SHORT: lowest_low_10 + 2.0xATR(14)  |  filter=atr_contraction(0.9)  |  exit=time(5 bars),lowest_low_10|atr_contraction|time_exit|short,5,7.2,False,1,10,36,0,0.0,0.0,0.0,3,-1.6,0.7,-0.09,4,-0.5,0.83,-0.11,0,0.0,,,1,-0.1,0.0,,0,0.0,,,1,-2.4,0.0,,0,0.0,,,1,0.2,999.0,,24,-4.4,0.57,-0.1,2,-1.4,0.31,-0.53
S9734736,SHORT: lod_running + 2.5xATR(20)  |  filter=atr_contraction(0.8)  |  exit=EOD (close at end of session),lod_running|atr_contraction|eod_exit|short,4,7.2,False,1,10,2,0,0.0,0.0,0.0,0,0.0,,,2,0.3,2.5,0.43,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
S6648671,SHORT: donchian_low20 + 2.5xATR(30)  |  filter=time_window_mid  |  exit=stop@POI / target 2.0xATR,donchian_low20|time_window_mid|poi_anchored_stop|short,5,7.2,False,1,10,17,0,0.0,0.0,0.0,0,0.0,,,9,4.6,2.44,0.95,0,0.0,,,8,-0.5,0.58,-0.48,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
S3282689,SHORT: lod_running + 2.0xATR(20)  |  filter=atr_contraction(0.9)  |  exit=EOD (close at end of session),lod_running|atr_contraction|eod_exit|short,4,7.2,False,1,10,6,0,0.0,0.0,0.0,0,0.0,,,4,1.0,1.9,0.38,0,0.0,,,1,-0.3,0.0,,0,0.0,,,1,-0.4,0.0,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
S1311636,SHORT: lod_running + 3.0xATR(30)  |  filter=adx_master_filter  |  exit=EOD (close at end of session),lod_running|adx_master_filter|eod_exit|short,4,7.2,False,1,10,19,0,0.0,0.0,0.0,0,0.0,,,10,-4.3,0.54,-0.44,0,0.0,,,8,-0.5,0.7,-0.23,0,0.0,,,0,0.0,,,0,0.0,,,1,0.9,999.0,,0,0.0,,,0,0.0,,
S1158657,LONG: prev_high + 3.0xATR(30)  |  filter=time_window_mid  |  exit=ATR stop 1.5x / target 2.0x,prev_high|time_window_mid|atr_stop_target|long,6,7.2,False,1,10,27,0,0.0,0.0,0.0,0,0.0,,,15,6.2,2.38,1.18,0,0.0,,,12,-1.4,0.23,-1.85,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
S3379896,SHORT: donchian_low20 + 3.0xATR(30)  |  filter=volume_spike(1.2)  |  exit=ATR stop 1.0x / target 5.0x,donchian_low20|volume_spike|atr_stop_target|short,6,6.0,False,0,10,42,0,0.0,0.0,0.0,3,-0.3,1.07,0.02,16,-4.2,0.49,-0.81,0,0.0,,,0,0.0,,,1,-1.3,0.0,,10,-3.2,0.41,-0.83,6,-8.4,0.0,-1.24,6,-0.9,0.62,-0.35,0,0.0,,,0,0.0,,
S0808415,LONG: hod_running + 3.0xATR(30)  |  filter=time_window_open  |  exit=ATR stop 2.0x / target 5.0x,hod_running|time_window_open|atr_stop_target|long,6,6.0,False,0,10,10,0,0.0,0.0,0.0,0,0.0,,,10,-4.0,0.56,-0.58,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
S7580269,LONG: hod_running + 3.0xATR(14)  |  filter=time_window_open  |  exit=EOD (close at end of session),hod_running|time_window_open|eod_exit|long,4,6.0,False,0,10,6,0,0.0,0.0,0.0,0,0.0,,,6,-0.6,0.9,-0.08,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
S7541259,SHORT: lod_running + 1.5xATR(30)  |  filter=atr_contraction(0.9)  |  exit=EOD (close at end of session),lod_running|atr_contraction|eod_exit|short,4,6.0,False,0,10,14,0,0.0,0.0,0.0,0,0.0,,,7,-1.5,0.61,-0.35,0,0.0,,,5,-0.4,0.47,-0.51,0,0.0,,,1,-0.4,0.0,,0,0.0,,,1,-0.5,0.0,,0,0.0,,,0,0.0,,
