strategy_id,label,dna,n_params,robustness_score,eligible,n_profitable_assets,n_assets,total_trades,min_trades_per_asset,avg_profit_factor,avg_sharpe,cross_asset_sharpe_std,BTCUSD_daily_trades,BTCUSD_daily_return_pct,BTCUSD_daily_pf,BTCUSD_daily_sharpe,BTCUSD_hourly_trades,BTCUSD_hourly_return_pct,BTCUSD_hourly_pf,BTCUSD_hourly_sharpe,EURUSDX_daily_trades,EURUSDX_daily_return_pct,EURUSDX_daily_pf,EURUSDX_daily_sharpe,EURUSDX_hourly_trades,EURUSDX_hourly_return_pct,EURUSDX_hourly_pf,EURUSDX_hourly_sharpe,GLD_daily_trades,GLD_daily_return_pct,GLD_daily_pf,GLD_daily_sharpe,GLD_hourly_trades,GLD_hourly_return_pct,GLD_hourly_pf,GLD_hourly_sharpe,SPY_daily_trades,SPY_daily_return_pct,SPY_daily_pf,SPY_daily_sharpe,SPY_hourly_trades,SPY_hourly_return_pct,SPY_hourly_pf,SPY_hourly_sharpe,TNX_daily_trades,TNX_daily_return_pct,TNX_daily_pf,TNX_daily_sharpe,TNX_hourly_trades,TNX_hourly_return_pct,TNX_hourly_pf,TNX_hourly_sharpe
S8322217,LONG: prev_close + 2.0xATR(30)  |  filter=shallow_pullback_long(1.0)  |  exit=stop@POI / target 2.0xATR,prev_close|shallow_pullback_long|poi_anchored_stop|long,5,21.0,False,7,10,542,4,1.11,0.36,0.38,38,73.1,1.73,0.45,103,14.1,1.26,0.74,4,5.2,5.17,0.23,52,-1.0,0.87,-0.34,23,32.6,3.26,0.58,48,0.9,1.05,0.11,4,5.1,4.83,0.22,19,-1.4,0.88,-0.19,228,-11.1,0.96,-0.03,23,9.2,1.95,1.07
S0117617,LONG: prev_low + 1.0xATR(10)  |  filter=atr_expansion(1.3)  |  exit=EOD (close at end of session),prev_low|atr_expansion|eod_exit|long,4,20.9,False,6,10,1057,20,1.35,0.42,0.64,172,58.5,1.28,0.32,187,75.8,1.58,1.47,29,-1.8,0.72,-0.1,88,2.0,1.23,0.48,91,-7.0,0.86,-0.11,43,6.1,1.78,0.96,129,-19.4,0.69,-0.27,49,-5.7,0.74,-0.46,249,37.5,1.83,0.16,20,5.1,2.02,0.88
S3314946,LONG: donchian_high20 + 2.0xATR(14)  |  filter=close_above_sma100  |  exit=ATR stop 3.0x / target 1.5x,donchian_high20|close_above_sma100|atr_stop_target|long,6,20.8,False,6,10,305,0,1.32,0.14,0.0,28,76.7,2.63,0.66,49,1.4,1.07,0.13,3,4.2,3.25,0.2,19,-1.2,0.64,-0.64,4,-0.4,0.96,-0.01,37,6.7,1.51,0.82,0,0.0,,,11,2.7,1.79,0.64,145,19.4,1.32,0.14,9,-1.2,0.82,-0.18
S7915254,SHORT: sma50 + 0.75xATR(14)  |  filter=atr_contraction(0.8)  |  exit=EOD (close at end of session),sma50|atr_contraction|eod_exit|short,4,20.5,False,6,10,1307,9,1.15,0.46,0.61,259,-10.8,1.01,0.01,145,13.9,1.22,0.54,64,-1.9,0.63,-0.13,107,8.0,1.71,1.42,82,-2.6,0.87,-0.1,36,4.7,1.94,0.93,17,4.9,1.56,0.11,9,0.5,1.32,0.24,551,-23.6,0.68,-0.14,37,0.9,1.12,0.18
S1620796,LONG: lowest_low_10 + 2.5xATR(14)  |  filter=volume_spike(1.2)  |  exit=time(3 bars),lowest_low_10|volume_spike|time_exit|long,5,20.4,False,5,10,1970,0,1.2,0.43,0.52,208,1203.7,1.76,0.84,773,16.1,1.07,0.47,0,0.0,,,0,0.0,,,286,30.2,1.16,0.2,226,16.2,1.4,1.31,263,-28.1,0.84,-0.17,211,-1.1,0.98,-0.07,3,2.4,999.0,0.19,0,0.0,,
S3580181,LONG: lod_running + 0.5xATR(10)  |  filter=close_above_sma100  |  exit=EOD (close at end of session),lod_running|close_above_sma100|eod_exit|long,4,20.4,False,4,10,1779,0,1.42,1.18,1.55,0,0.0,,,519,31.8,1.11,0.61,0,0.0,,,356,6.5,1.14,0.6,0,0.0,,,314,5.7,1.13,0.52,0,0.0,,,332,-0.9,0.99,-0.07,0,0.0,,,258,70.4,2.75,4.25
S7017920,LONG: prev_low + 3.0xATR(14)  |  filter=adx_master_filter  |  exit=ATR stop 1.5x / target 1.5x,prev_low|adx_master_filter|atr_stop_target|long,6,20.2,False,7,10,453,7,1.03,0.1,0.09,47,82.9,1.92,0.61,107,2.4,1.06,0.19,7,1.2,1.24,0.05,71,-1.1,0.86,-0.43,10,8.9,2.43,0.28,55,3.2,1.17,0.39,7,5.2,1.78,0.12,18,-3.2,0.67,-0.49,111,-3.7,1.01,0.0,20,5.9,2.03,1.12
S5153364,LONG: lod_running + 0.5xATR(40)  |  filter=close_above_sma100  |  exit=EOD (close at end of session),lod_running|close_above_sma100|eod_exit|long,4,20.2,False,4,10,1768,0,1.4,1.14,1.5,0,0.0,,,519,26.7,1.1,0.54,0,0.0,,,356,6.4,1.14,0.6,0,0.0,,,312,5.1,1.12,0.47,0,0.0,,,323,-0.5,0.99,-0.03,0,0.0,,,258,67.3,2.63,4.11
S8360256,LONG: prev_low + 3.0xATR(30)  |  filter=close_above_sma100  |  exit=time(5 bars),prev_low|close_above_sma100|time_exit|long,5,20.0,False,7,10,567,6,1.01,0.09,0.13,45,1023.2,5.62,0.96,146,4.1,1.08,0.22,6,12.1,41.43,0.32,99,-0.6,0.95,-0.14,25,16.8,1.71,0.22,59,3.9,1.32,0.43,11,2.0,1.3,0.05,22,-4.3,0.45,-0.76,128,-10.8,0.93,-0.03,26,1.5,1.2,0.27
S9359781,SHORT: donchian_high20 + 2.5xATR(20)  |  filter=atr_contraction(0.8)  |  exit=EOD (close at end of session),donchian_high20|atr_contraction|eod_exit|short,4,19.9,False,6,10,1492,26,1.14,0.16,0.36,245,-4.3,1.02,0.03,168,-8.9,0.91,-0.25,58,-6.2,0.28,-0.4,136,4.5,1.27,0.73,75,5.3,1.36,0.2,48,2.9,1.41,0.52,34,-2.2,0.9,-0.04,26,1.0,1.43,0.47,660,16.3,1.35,0.11,42,0.7,1.07,0.12
S5393877,LONG: donchian_high20 + 1.0xATR(30)  |  filter=adx_master_filter  |  exit=stop@POI / target 4.0xATR,donchian_high20|adx_master_filter|poi_anchored_stop|long,5,19.9,False,6,10,633,8,1.17,0.09,0.09,60,466.4,2.38,0.83,117,-1.3,1.0,-0.0,8,-4.0,0.36,-0.28,72,-0.1,0.99,-0.02,40,23.5,1.51,0.24,55,9.4,1.33,0.67,25,-0.6,0.99,-0.0,21,3.9,1.49,0.57,214,63.0,1.35,0.18,21,8.1,1.74,0.8
S8441114,SHORT: sma20 + 2.0xATR(14)  |  filter=shallow_pullback_short(1.0)  |  exit=EOD (close at end of session),sma20|shallow_pullback_short|eod_exit|short,4,19.9,False,5,10,3671,97,1.04,0.0,0.27,182,45.7,1.24,0.25,326,-24.3,0.91,-0.38,288,1.6,1.08,0.06,259,-3.1,0.9,-0.41,325,24.0,1.31,0.33,113,3.0,1.13,0.29,338,-33.5,0.83,-0.2,97,-0.5,0.99,-0.03,1636,-28.8,0.93,-0.08,107,1.3,1.06,0.16
S0820061,LONG: prev_close + 2.5xATR(10)  |  filter=adx_trend(15)  |  exit=time(15 bars),prev_close|adx_trend|time_exit|long,5,19.9,False,7,10,353,0,1.02,0.01,0.0,18,244.0,7.05,0.8,56,19.9,1.59,0.87,5,4.7,1.88,0.1,35,-2.6,0.52,-1.04,4,8.6,18.67,0.41,59,22.1,1.69,1.05,0,0.0,,,17,7.6,3.6,1.6,146,-4.7,1.02,0.01,13,9.4,3.23,1.27
S5900962,LONG: highest_high_10 + 1.5xATR(14)  |  filter=adx_below(40)  |  exit=stop@POI / target 1.5xATR,highest_high_10|adx_below|poi_anchored_stop|long,5,19.9,False,6,10,694,4,1.09,0.28,0.27,42,183.4,3.49,1.1,114,8.7,1.18,0.55,4,-2.1,0.49,-0.13,67,-1.3,0.85,-0.44,31,9.0,1.36,0.16,59,5.0,1.23,0.49,9,-0.2,0.97,-0.01,25,1.1,1.13,0.2,318,-2.3,1.01,0.01,25,5.0,1.47,0.63
S9838322,LONG: lod_running + 3.0xATR(14)  |  filter=atr_expansion(1.3)  |  exit=ATR stop 1.5x / target 5.0x,lod_running|atr_expansion|atr_stop_target|long,6,19.8,False,2,10,219,0,1.29,0.88,0.0,0,0.0,,,138,31.6,1.29,0.88,0,0.0,,,70,2.2,1.21,0.48,0,0.0,,,4,-2.6,0.39,-0.63,0,0.0,,,6,-7.1,0.0,-2.27,0,0.0,,,1,-1.5,0.0,
S4950177,LONG: sma50 + 2.0xATR(40)  |  filter=volume_spike(2.0)  |  exit=stop@POI / target 2.0xATR,sma50|volume_spike|poi_anchored_stop|long,5,19.5,False,6,10,600,0,1.02,0.12,0.0,47,139.0,1.99,0.53,353,0.9,1.02,0.12,0,0.0,,,0,0.0,,,66,48.8,1.58,0.31,73,4.0,1.12,0.28,35,19.4,1.69,0.24,24,5.3,1.86,0.98,2,-0.5,0.9,-0.01,0,0.0,,
S6783127,LONG: prev_low + 2.5xATR(30)  |  filter=adx_master_filter  |  exit=ATR stop 3.0x / target 5.0x,prev_low|adx_master_filter|atr_stop_target|long,6,19.4,False,7,10,867,13,1.1,0.04,0.44,72,2163.2,2.45,1.0,201,-22.0,0.89,-0.53,13,-12.0,0.37,-0.28,125,3.5,1.18,0.56,36,51.8,1.78,0.34,68,27.9,1.55,1.17,52,35.6,1.35,0.16,46,-5.5,0.84,-0.36,218,44.2,1.23,0.1,36,8.5,1.34,0.53
S4223724,LONG: donchian_high20 + 1.0xATR(40)  |  exit=stop@POI / target 1.5xATR,donchian_high20|none|poi_anchored_stop|long,4,19.3,False,7,10,976,13,0.97,-0.04,0.26,83,246.7,2.1,0.94,180,-7.1,0.92,-0.34,13,-2.0,0.77,-0.09,106,0.9,1.09,0.3,70,38.8,1.76,0.48,72,7.8,1.34,0.76,42,8.1,1.31,0.14,29,3.3,1.45,0.63,345,-22.4,0.9,-0.08,36,3.0,1.23,0.4
S7026542,SHORT: donchian_high20 + 2.5xATR(10)  |  filter=atr_contraction(0.8)  |  exit=EOD (close at end of session),donchian_high20|atr_contraction|eod_exit|short,4,19.3,False,6,10,1682,33,1.17,0.22,0.7,290,-3.1,1.03,0.05,216,-19.8,0.83,-0.61,67,-3.6,0.53,-0.24,153,9.2,1.52,1.33,80,8.3,1.55,0.29,53,2.5,1.32,0.44,44,-1.3,0.95,-0.02,33,2.2,1.61,0.66,701,15.5,1.28,0.1,45,0.4,1.05,0.08
S9761304,LONG: prev_high + 1.0xATR(10)  |  filter=time_window_mid  |  exit=stop@POI / target 5.0xATR,prev_high|time_window_mid|poi_anchored_stop|long,5,18.9,False,4,10,337,0,1.12,0.4,0.0,0,0.0,,,181,9.8,1.11,0.41,0,0.0,,,145,2.5,1.12,0.4,0,0.0,,,6,4.5,2.98,0.74,0,0.0,,,2,4.4,999.0,5.18,0,0.0,,,3,-0.8,0.0,-2.01
S5725929,LONG: prev_low + 0.5xATR(10)  |  filter=time_window_mid  |  exit=EOD (close at end of session),prev_low|time_window_mid|eod_exit|long,4,18.9,False,4,10,2170,0,1.23,0.75,1.16,0,0.0,,,716,16.3,1.06,0.39,0,0.0,,,517,-1.8,0.98,-0.13,0,0.0,,,295,1.7,1.06,0.21,0,0.0,,,328,2.1,1.06,0.24,0,0.0,,,314,38.1,1.98,3.05
S7436532,SHORT: prev_close + 2.0xATR(14)  |  filter=adx_master_filter  |  exit=stop@POI / target 4.0xATR,prev_close|adx_master_filter|poi_anchored_stop|short,5,18.8,False,4,10,590,8,1.3,0.21,0.04,28,-49.3,0.76,-0.19,112,2.8,1.05,0.17,8,8.9,2.63,0.21,53,-0.3,0.97,-0.06,31,-21.4,0.65,-0.22,53,-4.1,0.93,-0.15,35,6.9,1.18,0.06,30,-5.3,0.76,-0.47,210,131.9,1.54,0.25,30,-1.0,0.97,-0.05
S7947193,LONG: lod_running + 1.5xATR(14)  |  filter=close_above_sma100  |  exit=EOD (close at end of session),lod_running|close_above_sma100|eod_exit|long,4,18.6,False,3,10,1345,0,1.43,0.91,1.2,0,0.0,,,488,28.9,1.12,0.6,0,0.0,,,340,-1.0,0.98,-0.07,0,0.0,,,172,10.6,1.58,1.38,0,0.0,,,200,-2.8,0.89,-0.35,0,0.0,,,145,32.8,2.59,2.99
S5546497,LONG: prev_high + 2.0xATR(30)  |  filter=close_above_sma100  |  exit=stop@POI / target 1.5xATR,prev_high|close_above_sma100|poi_anchored_stop|long,5,18.4,False,6,10,625,3,0.92,-0.09,0.01,41,137.0,2.74,0.86,104,-2.0,0.98,-0.08,3,3.6,3.21,0.2,61,-1.9,0.78,-0.62,16,10.6,1.86,0.23,65,12.5,1.55,1.09,4,2.7,2.44,0.16,24,-4.9,0.61,-0.78,283,-22.9,0.86,-0.1,24,4.5,1.46,0.59
S5144374,LONG: prev_high + 1.0xATR(14)  |  filter=time_window_mid  |  exit=stop@POI / target 4.0xATR,prev_high|time_window_mid|poi_anchored_stop|long,5,17.7,False,4,10,357,0,1.12,0.42,0.36,0,0.0,,,185,22.1,1.22,0.78,0,0.0,,,158,0.3,1.02,0.06,0,0.0,,,6,4.0,2.77,0.77,0,0.0,,,5,5.6,8.93,1.43,0,0.0,,,3,-0.8,0.0,-2.01
S4514220,LONG: donchian_high20 + 1.0xATR(40)  |  filter=adx_master_filter  |  exit=stop@POI / target 1.5xATR,donchian_high20|adx_master_filter|poi_anchored_stop|long,5,17.7,False,6,10,749,8,0.87,-0.27,0.15,73,148.7,1.88,0.74,129,-7.2,0.89,-0.42,8,-2.4,0.54,-0.18,83,0.5,1.06,0.17,45,15.5,1.44,0.25,67,2.9,1.13,0.31,28,-0.7,0.98,-0.01,23,0.3,1.05,0.08,266,-23.0,0.85,-0.12,27,6.1,1.72,0.94
S1837288,SHORT: prev_high + 3.0xATR(30)  |  filter=close_below_sma100  |  exit=stop@POI / target 5.0xATR,prev_high|close_below_sma100|poi_anchored_stop|short,5,17.3,False,5,10,417,7,0.98,-0.05,0.0,20,-26.9,0.93,-0.04,141,-5.5,0.98,-0.05,7,18.1,3.2,0.3,67,0.0,1.01,0.02,11,-21.1,0.29,-0.34,30,4.9,1.23,0.32,26,-22.9,0.76,-0.11,23,-9.2,0.61,-0.66,75,79.8,1.64,0.16,17,7.5,1.59,0.58
S4517421,SHORT: prev_close + 0.75xATR(30)  |  filter=time_window_mid  |  exit=stop@POI / target 2.0xATR,prev_close|time_window_mid|poi_anchored_stop|short,5,17.2,False,2,10,1136,0,1.17,1.05,1.04,0,0.0,,,532,-2.5,1.0,0.01,0,0.0,,,452,14.2,1.35,2.08,0,0.0,,,31,-5.4,0.65,-0.66,0,0.0,,,73,-4.4,0.83,-0.48,0,0.0,,,48,11.7,2.24,1.55
S3734756,SHORT: donchian_high20 + 2.0xATR(10)  |  filter=atr_contraction(0.8)  |  exit=EOD (close at end of session),donchian_high20|atr_contraction|eod_exit|short,4,17.1,False,5,10,1933,46,1.13,0.21,0.99,346,24.7,1.12,0.2,242,-32.8,0.74,-1.07,97,-2.7,0.66,-0.16,170,12.4,1.66,1.7,92,7.4,1.39,0.24,62,2.0,1.22,0.34,75,-2.9,0.93,-0.04,46,2.6,1.48,0.64,755,-3.6,0.99,-0.0,48,-2.4,0.85,-0.29
S6988434,LONG: session_open + 2.0xATR(20)  |  exit=EOD (close at end of session),session_open|none|eod_exit|long,3,17.0,False,5,10,410,4,1.13,0.34,0.8,68,15.8,1.24,0.16,160,42.4,1.43,1.14,4,1.9,38.89,0.37,100,-2.3,0.84,-0.46,7,-3.6,0.14,-0.27,8,-2.3,0.35,-0.87,12,-2.1,0.41,-0.2,5,3.7,18.0,0.82,21,-2.2,0.82,-0.04,25,14.9,6.35,2.88
S0495901,SHORT: prev_close + 0.5xATR(20)  |  filter=time_window_mid  |  exit=stop@POI / target 1.5xATR,prev_close|time_window_mid|poi_anchored_stop|short,5,16.8,False,2,10,1758,0,1.25,0.79,1.07,0,0.0,,,805,-2.0,1.0,0.02,0,0.0,,,625,12.0,1.26,1.89,0,0.0,,,88,-7.4,0.74,-0.78,0,0.0,,,136,-4.8,0.86,-0.54,0,0.0,,,104,17.3,1.87,1.8
S6025892,SHORT: sma50 + 0.5xATR(20)  |  filter=atr_contraction(0.8)  |  exit=EOD (close at end of session),sma50|atr_contraction|eod_exit|short,4,16.7,False,4,10,1380,10,1.03,0.22,0.5,280,-20.9,0.97,-0.06,157,-1.9,1.0,0.01,72,-1.9,0.62,-0.14,115,6.8,1.49,1.09,87,4.5,1.26,0.16,39,2.6,1.41,0.51,23,2.3,1.21,0.05,10,-0.0,1.0,0.0,559,-23.9,0.68,-0.15,38,-0.6,0.95,-0.08
S7017642,SHORT: prev_low + 2.5xATR(10)  |  filter=adx_below(45)  |  exit=EOD (close at end of session),prev_low|adx_below|eod_exit|short,4,16.6,False,8,10,339,6,0.0,0.12,0.0,12,11.1,1.58,0.17,37,2.0,1.12,0.17,6,0.3,1.13,0.03,29,-2.2,0.66,-0.58,6,6.3,21.26,0.42,39,0.4,1.05,0.08,8,-11.3,0.26,-0.21,16,6.9,2.79,1.16,172,0.8,999.0,0.12,14,2.4,1.54,0.43
S5406352,LONG: highest_high_10 + 2.5xATR(10)  |  exit=EOD (close at end of session),highest_high_10|none|eod_exit|long,3,16.6,False,8,10,223,0,0.0,0.15,0.0,15,21.5,2.11,0.23,26,9.1,1.63,0.71,3,-0.4,0.19,-0.3,11,1.5,2.67,0.84,1,0.1,999.0,,32,1.9,1.37,0.5,0,0.0,,,4,0.9,999.0,2.81,126,1.9,999.0,0.15,5,5.0,14.79,2.01
S1021285,SHORT: hod_running + 0.5xATR(10)  |  filter=adx_trend(25)  |  exit=ATR stop 1.0x / target 1.5x,hod_running|adx_trend|atr_stop_target|short,6,16.4,False,3,10,3233,0,1.0,0.02,0.44,0,0.0,,,1445,3.3,1.02,0.19,0,0.0,,,933,0.7,1.01,0.12,0,0.0,,,336,-10.0,0.92,-0.47,0,0.0,,,255,-6.8,0.91,-0.44,0,0.0,,,264,12.9,1.14,0.71
S1303280,LONG: lod_running + 2.0xATR(10)  |  filter=atr_expansion(1.0)  |  exit=ATR stop 2.0x / target 5.0x,lod_running|atr_expansion|atr_stop_target|long,6,16.4,False,4,10,951,0,1.02,0.12,0.28,0,0.0,,,474,15.8,1.06,0.39,0,0.0,,,329,-1.8,0.97,-0.16,0,0.0,,,45,26.9,1.89,1.35,0,0.0,,,56,3.8,1.14,0.28,0,0.0,,,47,18.3,1.63,0.9
S6181668,LONG: hod_running + 0.75xATR(20)  |  filter=shallow_pullback_long(0.5)  |  exit=EOD (close at end of session),hod_running|shallow_pullback_long|eod_exit|long,4,16.0,False,4,10,357,0,1.02,0.05,0.16,0,0.0,,,188,-6.1,0.97,-0.11,0,0.0,,,124,1.3,1.08,0.21,0,0.0,,,14,3.2,3.44,0.93,0,0.0,,,8,0.4,1.39,0.23,0,0.0,,,23,12.1,9.64,2.81
S4684829,LONG: donchian_high20 + 2.5xATR(40)  |  filter=adx_below(40)  |  exit=ATR stop 1.0x / target 4.0x,donchian_high20|adx_below|atr_stop_target|long,6,15.8,False,8,10,217,0,0.0,0.0,0.0,15,36.9,2.49,0.41,40,14.4,2.02,1.21,3,13.6,17.13,0.38,17,0.6,1.4,0.36,3,-3.3,0.0,-1.56,29,4.5,1.52,0.62,0,0.0,,,3,1.6,3.48,0.54,99,53.6,2.68,0.38,8,3.8,2.35,0.69
S2866219,SHORT: prev_high + 1.5xATR(10)  |  filter=adx_master_filter  |  exit=EOD (close at end of session),prev_high|adx_master_filter|eod_exit|short,4,15.7,False,4,10,2778,84,1.02,0.01,0.84,207,-34.2,0.94,-0.09,431,-29.6,0.91,-0.47,84,0.6,1.05,0.03,314,-1.8,0.96,-0.2,183,14.7,1.26,0.22,157,7.3,1.24,0.6,312,-28.6,0.83,-0.18,132,-13.2,0.61,-1.39,814,-64.5,0.6,-0.3,144,23.2,1.87,1.9
S9692781,SHORT: prev_close + 1.5xATR(40)  |  filter=time_window_mid  |  exit=stop@POI / target 4.0xATR,prev_close|time_window_mid|poi_anchored_stop|short,5,15.7,False,2,10,337,0,1.13,0.47,0.33,0,0.0,,,186,27.3,1.21,0.8,0,0.0,,,131,0.7,1.04,0.14,0,0.0,,,5,-2.8,0.59,-0.38,0,0.0,,,15,-1.7,0.82,-0.24,0,0.0,,,0,0.0,,
S4982439,LONG: donchian_high20 + 3.0xATR(10)  |  filter=adx_below(45)  |  exit=ATR stop 2.0x / target 4.0x,donchian_high20|adx_below|atr_stop_target|long,6,15.7,False,8,10,69,0,0.0,0.0,0.0,6,37.8,5.19,0.57,8,4.3,1.75,0.51,2,18.9,999.0,0.67,8,0.0,1.0,0.0,0,0.0,,,5,3.4,2.12,0.57,0,0.0,,,1,1.2,999.0,,36,30.5,3.28,0.36,3,3.8,3.83,0.8
S0218782,LONG: highest_high_10 + 3.0xATR(14)  |  filter=close_above_sma100  |  exit=time(5 bars),highest_high_10|close_above_sma100|time_exit|long,5,15.7,False,8,10,117,0,0.0,0.0,0.0,9,-0.6,1.13,0.04,18,7.4,3.08,1.2,2,8.6,30.46,0.28,8,0.3,1.4,0.24,1,0.3,999.0,,14,0.9,1.34,0.33,0,0.0,,,2,0.6,999.0,5.43,60,18.2,1.56,0.13,3,2.1,7.02,0.99
S1062520,SHORT: prev_close + 1.5xATR(20)  |  filter=adx_master_filter  |  exit=stop@POI / target 1.5xATR,prev_close|adx_master_filter|poi_anchored_stop|short,5,15.6,False,4,10,1354,31,0.87,-0.19,0.25,74,-66.4,0.74,-0.33,272,1.5,1.02,0.12,31,13.7,1.89,0.33,144,-2.0,0.88,-0.48,84,32.7,1.38,0.29,91,-17.2,0.68,-1.1,112,-51.1,0.6,-0.4,58,0.5,1.03,0.07,430,-83.1,0.97,-0.01,58,-1.9,0.94,-0.15
S9817476,SHORT: sma20 + 1.0xATR(20)  |  filter=close_below_sma100  |  exit=time(10 bars),sma20|close_below_sma100|time_exit|short,5,15.4,False,3,10,2413,87,0.91,-0.22,0.33,112,-67.1,0.93,-0.08,535,-38.5,0.88,-0.75,191,7.2,1.08,0.08,424,-4.5,0.9,-0.53,138,-44.8,0.74,-0.27,87,-24.6,0.61,-1.12,195,-91.1,0.55,-0.55,91,-24.3,0.56,-1.39,540,47.3,1.12,0.11,100,2.3,1.07,0.18
S3040285,LONG: prev_low + 1.0xATR(40)  |  filter=time_window_close  |  exit=ATR stop 3.0x / target 2.0x,prev_low|time_window_close|atr_stop_target|long,6,15.3,False,2,10,1178,0,1.05,0.3,0.31,0,0.0,,,641,-6.6,1.0,-0.01,0,0.0,,,330,4.4,1.11,0.61,0,0.0,,,68,-13.3,0.71,-0.87,0,0.0,,,79,1.3,1.05,0.13,0,0.0,,,60,-4.1,0.92,-0.22
S6744278,SHORT: prev_low + 1.5xATR(14)  |  filter=adx_below(35)  |  exit=EOD (close at end of session),prev_low|adx_below|eod_exit|short,4,15.2,False,5,10,1424,13,0.71,-0.69,0.5,48,-2.5,1.06,0.04,168,-18.8,0.84,-0.57,13,0.5,1.15,0.04,110,-7.0,0.6,-1.36,72,8.7,1.41,0.2,86,6.6,1.44,0.86,76,-24.3,0.54,-0.29,63,1.5,1.1,0.19,734,-14.2,0.69,-0.14,54,1.9,1.13,0.25
S4192546,SHORT: prev_high + 1.0xATR(14)  |  filter=volume_spike(1.2)  |  exit=EOD (close at end of session),prev_high|volume_spike|eod_exit|short,4,15.2,False,3,10,2273,0,0.95,-0.18,0.4,252,-71.5,0.77,-0.4,543,-48.6,0.85,-0.9,0,0.0,,,0,0.0,,,401,18.0,1.17,0.22,204,3.3,1.08,0.27,679,-43.0,0.83,-0.26,189,-0.4,1.0,0.0,5,1.2,1.69,0.06,0,0.0,,
S4945347,SHORT: prev_low + 1.5xATR(10)  |  filter=adx_below(45)  |  exit=EOD (close at end of session),prev_low|adx_below|eod_exit|short,4,15.2,False,5,10,1461,13,0.66,-0.75,0.44,49,-9.4,0.97,-0.02,163,-26.6,0.77,-0.82,13,0.5,1.15,0.04,107,-6.6,0.62,-1.26,67,10.7,1.61,0.26,98,8.9,1.48,0.9,72,-25.2,0.49,-0.32,61,1.0,1.07,0.14,773,-18.3,0.6,-0.19,58,3.7,1.23,0.44
S4233428,SHORT: lowest_low_10 + 0.5xATR(30)  |  filter=time_window_open  |  exit=EOD (close at end of session),lowest_low_10|time_window_open|eod_exit|short,4,15.2,False,3,10,1926,63,0.86,-0.14,0.18,107,-58.4,0.67,-0.39,115,-2.6,1.0,-0.0,65,-0.1,1.0,-0.0,90,-1.0,0.94,-0.16,180,4.8,1.11,0.09,83,7.7,1.47,0.82,216,-18.7,0.86,-0.12,63,-2.3,0.89,-0.25,927,-48.3,0.67,-0.28,80,5.3,1.28,0.57
S8796115,SHORT: donchian_high20 + 2.5xATR(20)  |  filter=atr_contraction(0.7)  |  exit=EOD (close at end of session),donchian_high20|atr_contraction|eod_exit|short,4,15.1,False,3,10,521,0,1.0,0.07,0.1,129,16.3,1.19,0.17,88,-1.9,0.98,-0.03,9,-0.1,0.63,-0.09,23,0.0,1.02,0.02,1,-2.1,0.0,,5,-0.6,0.0,-1.5,0,0.0,,,8,1.9,3.49,0.86,249,-3.9,0.82,-0.03,9,-1.2,0.66,-0.34
S6955999,SHORT: sma50 + 0.5xATR(30)  |  filter=adx_master_filter  |  exit=ATR stop 2.0x / target 4.0x,sma50|adx_master_filter|atr_stop_target|short,6,14.9,False,3,10,2005,81,0.94,-0.24,0.39,98,-87.9,0.78,-0.31,463,-0.2,1.02,0.13,102,15.2,1.19,0.15,303,-4.7,0.89,-0.62,96,-59.8,0.59,-0.49,90,0.8,1.03,0.09,179,-84.7,0.62,-0.47,102,-14.8,0.78,-0.77,491,100.5,1.17,0.15,81,-7.7,0.88,-0.36
S0749116,LONG: prev_low + 1.5xATR(14)  |  filter=time_window_close  |  exit=ATR stop 3.0x / target 3.0x,prev_low|time_window_close|atr_stop_target|long,6,14.8,False,3,10,588,0,0.98,-0.12,0.07,0,0.0,,,362,-12.9,0.97,-0.2,0,0.0,,,155,-0.4,0.99,-0.05,0,0.0,,,18,8.9,1.91,0.91,0,0.0,,,35,6.0,1.39,0.65,0,0.0,,,18,4.7,1.41,0.48
S1245391,LONG: donchian_high20 + 2.5xATR(40)  |  filter=adx_below(45)  |  exit=ATR stop 3.0x / target 5.0x,donchian_high20|adx_below|atr_stop_target|long,6,14.6,False,7,10,203,0,0.0,0.0,0.0,15,188.5,7.09,1.09,38,11.3,1.4,0.66,2,16.6,999.0,0.61,16,-0.3,0.88,-0.16,3,-0.0,1.04,0.01,28,8.0,1.49,0.65,0,0.0,,,3,3.9,5.52,1.01,91,92.9,2.43,0.39,7,3.5,1.62,0.43
S8667653,LONG: highest_high_10 + 3.0xATR(30)  |  filter=shallow_pullback_long(0.5)  |  exit=ATR stop 1.0x / target 4.0x,highest_high_10|shallow_pullback_long|atr_stop_target|long,6,14.5,False,7,10,120,0,0.0,0.0,0.0,9,21.3,2.53,0.29,17,2.3,1.38,0.37,0,0.0,,,7,0.5,2.09,0.51,1,-0.9,0.0,,9,4.1,2.7,0.88,0,0.0,,,2,2.0,6.01,0.72,72,40.4,2.83,0.32,3,1.9,2.86,0.48
S1565374,LONG: sma20 + 3.0xATR(14)  |  filter=atr_contraction(0.7)  |  exit=stop@POI / target 4.0xATR,sma20|atr_contraction|poi_anchored_stop|long,5,14.5,False,7,10,80,0,0.0,0.0,0.0,9,38.5,7.95,0.89,12,6.1,4.06,1.72,2,0.7,1.54,0.06,0,0.0,,,1,-3.4,0.0,,1,2.4,999.0,,4,6.9,4.68,0.26,5,0.4,1.23,0.15,46,8.7,1.39,0.12,0,0.0,,
